Read args from shell script:  Namespace(name='results/mixed_poisson/pplus1pow3//case1/trafo_none/order_4/cells_4/hybridization_global_matfree_cg_warmed_up', parameters='hybridization_global_matfree_cg', p=4, gtmg_levels=2, quadrilateral=True, scaling=2.0, deform=0.0, trafo='none', c=4, exact_sol_type='exponential', add_to_quad_degree=[0, 0], projectexactsol=True, log_view=':flames/mixed_poisson/pplus1pow3//case1/trafo_none/order_4/cells_4/hybridization_global_matfree_cg_warmed_up_flame.txt:ascii_flamegraph', clean=False, verification=False)

Running:  warmed_up

with params:  hybridization_global_matfree_cg

    Residual norms for firedrake_0_ solve.
    103 KSP Residual norm 1.769631686195e+00 
    104 KSP Residual norm 1.745097781544e+00 
    105 KSP Residual norm 1.606774302053e+00 
    106 KSP Residual norm 1.770104071735e+00 
    107 KSP Residual norm 1.652578341063e+00 
    108 KSP Residual norm 1.683984813795e+00 
    109 KSP Residual norm 1.612246899317e+00 
    110 KSP Residual norm 1.485745498120e+00 
    111 KSP Residual norm 1.437307391588e+00 
    112 KSP Residual norm 1.222412221648e+00 
    113 KSP Residual norm 1.135493491687e+00 
    114 KSP Residual norm 1.062062639604e+00 
    115 KSP Residual norm 1.101316171892e+00 
    116 KSP Residual norm 1.050313629899e+00 
    117 KSP Residual norm 1.123656488480e+00 
    118 KSP Residual norm 8.843372831500e-01 
    119 KSP Residual norm 8.626111681977e-01 
    120 KSP Residual norm 9.089637161045e-01 
    121 KSP Residual norm 8.733871267936e-01 
    122 KSP Residual norm 8.173747550003e-01 
    123 KSP Residual norm 8.239590968240e-01 
    124 KSP Residual norm 6.606619359480e-01 
    125 KSP Residual norm 6.335153638838e-01 
    126 KSP Residual norm 5.476183728246e-01 
    127 KSP Residual norm 4.966523374213e-01 
    128 KSP Residual norm 4.937092134753e-01 
    129 KSP Residual norm 4.946393539305e-01 
    130 KSP Residual norm 5.178818912085e-01 
    131 KSP Residual norm 5.054087378621e-01 
    132 KSP Residual norm 4.561014845386e-01 
    133 KSP Residual norm 4.312145757797e-01 
    134 KSP Residual norm 3.649854189793e-01 
    135 KSP Residual norm 3.112752566311e-01 
    136 KSP Residual norm 2.749777649383e-01 
    137 KSP Residual norm 2.649445762791e-01 
    138 KSP Residual norm 2.486547899368e-01 
    139 KSP Residual norm 2.567796777720e-01 
    140 KSP Residual norm 2.173427018180e-01 
    141 KSP Residual norm 1.977371993977e-01 
    142 KSP Residual norm 1.936763230441e-01 
    143 KSP Residual norm 1.815800778831e-01 
    144 KSP Residual norm 1.638586039409e-01 
    145 KSP Residual norm 1.514242100691e-01 
    146 KSP Residual norm 1.353032185905e-01 
    147 KSP Residual norm 1.187991589142e-01 
    148 KSP Residual norm 1.047988440609e-01 
    149 KSP Residual norm 9.191985157440e-02 
    150 KSP Residual norm 8.423493554105e-02 
    151 KSP Residual norm 6.701286596612e-02 
    152 KSP Residual norm 5.668267852202e-02 
    153 KSP Residual norm 5.131808060439e-02 
    154 KSP Residual norm 5.356966175630e-02 
    155 KSP Residual norm 5.048345899496e-02 
    156 KSP Residual norm 5.007244888446e-02 
    157 KSP Residual norm 3.756098447078e-02 
    158 KSP Residual norm 3.322737495081e-02 
    159 KSP Residual norm 3.122799654703e-02 
    160 KSP Residual norm 2.312707529522e-02 
    161 KSP Residual norm 2.149496985351e-02 
    162 KSP Residual norm 2.047651365807e-02 
    163 KSP Residual norm 1.683447246685e-02 
    164 KSP Residual norm 1.635101090808e-02 
    165 KSP Residual norm 1.874041897941e-02 
    166 KSP Residual norm 1.733831555378e-02 
    167 KSP Residual norm 1.817178549659e-02 
    168 KSP Residual norm 1.841586659308e-02 
    169 KSP Residual norm 1.881657878736e-02 
    170 KSP Residual norm 1.859489892779e-02 
    171 KSP Residual norm 1.862438050453e-02 
    172 KSP Residual norm 2.013891462650e-02 
    173 KSP Residual norm 1.907997197444e-02 
    174 KSP Residual norm 1.755587365895e-02 
    175 KSP Residual norm 1.858197057434e-02 
    176 KSP Residual norm 1.701557923149e-02 
    177 KSP Residual norm 1.403171423101e-02 
    178 KSP Residual norm 1.362948850011e-02 
    179 KSP Residual norm 1.210601577163e-02 
    180 KSP Residual norm 1.097815290642e-02 
    181 KSP Residual norm 1.022865952210e-02 
    182 KSP Residual norm 8.982731486999e-03 
    183 KSP Residual norm 6.904993223731e-03 
    184 KSP Residual norm 5.290612799768e-03 
    185 KSP Residual norm 4.247720596284e-03 
    186 KSP Residual norm 3.201090727859e-03 
    187 KSP Residual norm 2.799282120499e-03 
    188 KSP Residual norm 2.477774604151e-03 
    189 KSP Residual norm 2.373819706991e-03 
    190 KSP Residual norm 2.344868177767e-03 
    191 KSP Residual norm 2.338441816290e-03 
    192 KSP Residual norm 2.444209905384e-03 
    193 KSP Residual norm 2.655614404580e-03 
    194 KSP Residual norm 2.647965297991e-03 
    195 KSP Residual norm 2.554795899215e-03 
    196 KSP Residual norm 2.491770567135e-03 
    197 KSP Residual norm 2.191888556113e-03 
    198 KSP Residual norm 1.967578151890e-03 
    199 KSP Residual norm 1.767208001168e-03 
    200 KSP Residual norm 1.442411187614e-03 
    201 KSP Residual norm 1.157073105438e-03 
    202 KSP Residual norm 8.607986107175e-04 
    203 KSP Residual norm 6.896320005342e-04 
    204 KSP Residual norm 6.751366795401e-04 
    205 KSP Residual norm 5.353385918701e-04 
    206 KSP Residual norm 6.068389174713e-04 
    207 KSP Residual norm 6.262763458052e-04 
    208 KSP Residual norm 5.250915146236e-04 
    209 KSP Residual norm 5.622689562438e-04 
    210 KSP Residual norm 6.347405093184e-04 
    211 KSP Residual norm 5.062527534640e-04 
    212 KSP Residual norm 4.643414786975e-04 
    213 KSP Residual norm 4.157563766011e-04 
    214 KSP Residual norm 3.458573232423e-04 
    215 KSP Residual norm 3.025004014814e-04 
    216 KSP Residual norm 2.687863912664e-04 
    217 KSP Residual norm 2.303140777738e-04 
    218 KSP Residual norm 2.015906587761e-04 
    219 KSP Residual norm 1.573978324940e-04 
    220 KSP Residual norm 1.708857457651e-04 
    221 KSP Residual norm 1.666492094100e-04 
    222 KSP Residual norm 1.658943641066e-04 
    223 KSP Residual norm 1.470522226257e-04 
    224 KSP Residual norm 1.437179987962e-04 
    225 KSP Residual norm 1.305910763051e-04 
    226 KSP Residual norm 1.213642812866e-04 
    227 KSP Residual norm 1.157910466500e-04 
    228 KSP Residual norm 1.148156780455e-04 
    229 KSP Residual norm 9.982705022998e-05 
    230 KSP Residual norm 8.880341742294e-05 
    231 KSP Residual norm 8.154874795657e-05 
    232 KSP Residual norm 7.647350091343e-05 
    233 KSP Residual norm 7.508623505180e-05 
    234 KSP Residual norm 6.433049665184e-05 
    235 KSP Residual norm 6.689588774221e-05 
    236 KSP Residual norm 6.358276114180e-05 
    237 KSP Residual norm 5.731857631126e-05 
    238 KSP Residual norm 5.903957257296e-05 
    239 KSP Residual norm 5.611244804316e-05 
    240 KSP Residual norm 5.000741973500e-05 
    241 KSP Residual norm 4.919087804088e-05 
    242 KSP Residual norm 4.355580662506e-05 
    243 KSP Residual norm 4.133279096803e-05 
    244 KSP Residual norm 3.889146872995e-05 
    245 KSP Residual norm 3.517982544008e-05 
    246 KSP Residual norm 3.395908228401e-05 
    247 KSP Residual norm 3.048331474474e-05 
    248 KSP Residual norm 2.518436765317e-05 
    249 KSP Residual norm 2.487722603613e-05 
    250 KSP Residual norm 2.049696648308e-05 
    251 KSP Residual norm 1.758160161299e-05 
    252 KSP Residual norm 1.714575731761e-05 
    253 KSP Residual norm 1.546107802961e-05 
    254 KSP Residual norm 1.539655088408e-05 
    255 KSP Residual norm 1.421754585803e-05 
    256 KSP Residual norm 1.264997309533e-05 
    257 KSP Residual norm 1.138160459341e-05 
    258 KSP Residual norm 1.043812067343e-05 
    259 KSP Residual norm 8.967239001395e-06 
    260 KSP Residual norm 9.114571278696e-06 
    261 KSP Residual norm 8.112908932682e-06 
    262 KSP Residual norm 6.529092242306e-06 
    263 KSP Residual norm 6.360635234918e-06 
    264 KSP Residual norm 5.904891322407e-06 
    265 KSP Residual norm 5.093284005625e-06 
    266 KSP Residual norm 5.393218242949e-06 
    267 KSP Residual norm 4.949830952691e-06 
    268 KSP Residual norm 4.084495982443e-06 
    269 KSP Residual norm 4.064605657234e-06 
    270 KSP Residual norm 3.874665415543e-06 
    271 KSP Residual norm 3.578777218956e-06 
    272 KSP Residual norm 3.538409675951e-06 
    273 KSP Residual norm 2.802589297320e-06 
    274 KSP Residual norm 2.275208135054e-06 
    275 KSP Residual norm 1.822613644520e-06 
    276 KSP Residual norm 1.748956032822e-06 
    277 KSP Residual norm 1.590506487435e-06 
    278 KSP Residual norm 1.505954695639e-06 
    279 KSP Residual norm 1.456546489690e-06 
    280 KSP Residual norm 1.293909668224e-06 
    281 KSP Residual norm 1.274416575802e-06 
    282 KSP Residual norm 1.274600150463e-06 
    283 KSP Residual norm 1.057326428989e-06 
    284 KSP Residual norm 8.905314155150e-07 
    285 KSP Residual norm 8.700898830847e-07 
    286 KSP Residual norm 7.568486058485e-07 
    287 KSP Residual norm 7.190767944601e-07 
    288 KSP Residual norm 7.033112373557e-07 
    289 KSP Residual norm 6.304467323506e-07 
    290 KSP Residual norm 6.045794176501e-07 
    291 KSP Residual norm 5.503245463889e-07 
    292 KSP Residual norm 4.924194296956e-07 
    293 KSP Residual norm 4.856522538352e-07 
    294 KSP Residual norm 4.131080983774e-07 
    295 KSP Residual norm 3.707162505955e-07 
    296 KSP Residual norm 3.534973962598e-07 
    297 KSP Residual norm 3.080780571691e-07 
    298 KSP Residual norm 2.776646288431e-07 
    299 KSP Residual norm 2.634985769030e-07 
    300 KSP Residual norm 2.304112833359e-07 
    301 KSP Residual norm 2.280905613613e-07 
    302 KSP Residual norm 2.006968453113e-07 
    303 KSP Residual norm 1.841445928260e-07 
    304 KSP Residual norm 1.981797461139e-07 
    305 KSP Residual norm 1.744199288792e-07 
    306 KSP Residual norm 1.594174130508e-07 
    307 KSP Residual norm 1.410093182212e-07 
    308 KSP Residual norm 1.127533005697e-07 
    309 KSP Residual norm 1.041201123896e-07 
    310 KSP Residual norm 1.005912642908e-07 
    311 KSP Residual norm 9.904846504449e-08 
    312 KSP Residual norm 8.412611815180e-08 
    313 KSP Residual norm 8.576466892556e-08 
    314 KSP Residual norm 7.515022271217e-08 
    315 KSP Residual norm 7.445193901909e-08 
    316 KSP Residual norm 7.010661164648e-08 
    317 KSP Residual norm 6.219422910648e-08 
    318 KSP Residual norm 5.359732455161e-08 
    319 KSP Residual norm 4.931377668436e-08 
    320 KSP Residual norm 4.369027975323e-08 
    321 KSP Residual norm 4.219755428521e-08 
    322 KSP Residual norm 4.067352158308e-08 
    323 KSP Residual norm 3.897799891642e-08 
    324 KSP Residual norm 3.613966162004e-08 
    325 KSP Residual norm 3.548429385974e-08 
    326 KSP Residual norm 3.137787606258e-08 
    327 KSP Residual norm 2.576801417685e-08 
    328 KSP Residual norm 2.333699313737e-08 
    329 KSP Residual norm 1.997900062849e-08 
    330 KSP Residual norm 1.673835489349e-08 
    331 KSP Residual norm 1.565005118606e-08 
    332 KSP Residual norm 1.483596794042e-08 
    333 KSP Residual norm 1.370394122429e-08 
    334 KSP Residual norm 1.257830779020e-08 
    335 KSP Residual norm 1.131158699036e-08 
    336 KSP Residual norm 1.036252015694e-08 
    337 KSP Residual norm 1.028557357460e-08 
    338 KSP Residual norm 9.013909790989e-09 
    339 KSP Residual norm 8.338242937762e-09 
    340 KSP Residual norm 6.694756951661e-09 
    341 KSP Residual norm 7.051452228531e-09 
    342 KSP Residual norm 5.794141602661e-09 
    343 KSP Residual norm 5.488360268161e-09 
    344 KSP Residual norm 5.118265198558e-09 
    345 KSP Residual norm 4.886222655318e-09 
    346 KSP Residual norm 4.270136091187e-09 
    347 KSP Residual norm 4.473565355265e-09 
    348 KSP Residual norm 4.324307952234e-09 
    349 KSP Residual norm 4.411287330279e-09 
    350 KSP Residual norm 4.002182874944e-09 
    351 KSP Residual norm 3.758021851246e-09 
    352 KSP Residual norm 3.314342522364e-09 
    353 KSP Residual norm 3.069531953240e-09 
    354 KSP Residual norm 2.637393974001e-09 
    355 KSP Residual norm 2.446768212907e-09 
    356 KSP Residual norm 2.200207266885e-09 
    357 KSP Residual norm 1.948809560817e-09 
    358 KSP Residual norm 1.836589284875e-09 
    359 KSP Residual norm 1.651240913580e-09 
    360 KSP Residual norm 1.518019904880e-09 
    361 KSP Residual norm 1.433717137244e-09 
    362 KSP Residual norm 1.274508503788e-09 
    363 KSP Residual norm 1.121749005656e-09 
    364 KSP Residual norm 1.035556065594e-09 
    365 KSP Residual norm 9.701418343541e-10 
    366 KSP Residual norm 8.919204266718e-10 
    367 KSP Residual norm 8.085385555329e-10 
    368 KSP Residual norm 7.783448874365e-10 
    369 KSP Residual norm 6.893004485246e-10 
    370 KSP Residual norm 6.535984934440e-10 
    371 KSP Residual norm 6.103271073064e-10 
    372 KSP Residual norm 5.829653914791e-10 
    373 KSP Residual norm 4.587988990545e-10 
    374 KSP Residual norm 4.024103199779e-10 
    375 KSP Residual norm 3.578358010584e-10 
    376 KSP Residual norm 3.154315089945e-10 
    377 KSP Residual norm 3.122450511623e-10 
    378 KSP Residual norm 2.439242317267e-10 
    379 KSP Residual norm 1.996886094316e-10 
    380 KSP Residual norm 1.703783205351e-10 
    381 KSP Residual norm 1.596851636891e-10 
    382 KSP Residual norm 1.426922979493e-10 
    383 KSP Residual norm 1.159316474489e-10 
    384 KSP Residual norm 1.111039584882e-10 
    385 KSP Residual norm 1.037135636096e-10 
    386 KSP Residual norm 8.562858221179e-11 
    387 KSP Residual norm 6.787126365696e-11 
    388 KSP Residual norm 6.810517840167e-11 
    389 KSP Residual norm 5.659245667578e-11 
    1 KSP Residual norm 1.865765939910e-12 
KSP Object: (firedrake_0_) 1 MPI processes
  type: fgmres
    restart=30, using Classical (unmodified) Gram-Schmidt Orthogonalization with no iterative refinement
    happy breakdown tolerance 1e-30
  maximum iterations=2, initial guess is zero
  tolerances:  relative=1e-09, absolute=1e-90, divergence=10000.
  right preconditioning
  using UNPRECONDITIONED norm type for convergence test
PC Object: (firedrake_0_) 1 MPI processes
  type: python
    Python: firedrake.HybridizationPC
  Firedrake custom preconditioner HybridizationPC
  Applying hybridization to mixed problem.
  Statically condensing to trace system.
  KSP solver for the multipliers:
  KSP Object: (firedrake_0_hybridization_) 1 MPI processes
    type: cg
    maximum iterations=10000, initial guess is zero
    tolerances:  relative=1e-11, absolute=1e-90, divergence=10000.
    left preconditioning
    using PRECONDITIONED norm type for convergence test
  PC Object: (firedrake_0_hybridization_) 1 MPI processes
    type: python
      Python: firedrake.AssembledPC
    Firedrake custom preconditioner AssembledPC
    PC to apply inverse
    PC Object: (firedrake_0_hybridization_assembled_) 1 MPI processes
      type: jacobi
        type DIAGONAL
      linear system matrix = precond matrix:
      Mat Object: (firedrake_0_hybridization_assembled_) 1 MPI processes
        type: seqaij
        rows=326400, cols=326400
        total: nonzeros=84960000, allocated nonzeros=84960000
        total number of mallocs used during MatSetValues calls=0
          using I-node routines: found 65280 nodes, limit used is 5
    linear system matrix = precond matrix:
    Mat Object: (firedrake_0_hybridization_) 1 MPI processes
      type: python
      rows=326400, cols=326400
          Python: firedrake.matrix_free.operators.ImplicitMatrixContext
        Firedrake matrix-free operator ImplicitMatrixContext
  Locally reconstructing solutions.
  Projecting broken flux into HDiv space.
  linear system matrix = precond matrix:
  Mat Object: (firedrake_0_) 1 MPI processes
    type: python
    rows=2067200, cols=2067200
        Python: firedrake.matrix_free.operators.ImplicitMatrixContext
      Firedrake matrix-free operator ImplicitMatrixContext
TIMING 21005.382403850555
Solved succesfully.
